Ticker Symbol,SPY,SPY,SPY,SPY,SPY,AAL,AAL,AAL,AAL,AAL,ZM,ZM,ZM,ZM,ZM,NFLX,NFLX,NFLX,NFLX,NFLX
Stock Info,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2022-08-19,423.237,423.516,419.492,420.409,68297008.668483,14.5,14.57,13.96,14.17,31593327,100.9,102.15,98.8,99.5,3747909.0,240.95,243.29,235.68,241.16,7504707
2022-08-18,425.109,426.852,423.755,426.135,49225092.979666,14.98,15.02,14.725,14.84,19271215,101.76,104.57,100.64,103.18,3091727.0,241.96,246.4794,239.2801,245.17,5280387
2022-08-17,424.163,427.738,422.799,424.9,63825160.26702,15.23,15.29,14.78,14.96,28352766,106.22,107.35,102.02,102.38,4257231.0,241.18,244.24,237.56,241.15,5627224
2022-08-16,425.976,429.959,425.129,427.938,59533202.652026,15.3,15.71,15.11,15.5,23668546,107.815,109.93,103.32,109.19,7520089.0,247.16,249.29,244.03,245.69,5136806
2022-08-15,423.023,427.649,422.968,427.101,54270861.199715,15.27,15.55,15.25,15.33,18364004,109.41,113.7899,108.35,113.23,2737397.0,248.11,251.99,247.51,249.11,6527391
2022-08-12,420.299,425.458,419.303,425.348,61948611.975478,15.16,15.29,15.03,15.25,21151015,109.41,110.09,107.28,109.52,2488947.0,244.81,249.41,243.76,249.3,6098531
2022-08-11,421.255,423.207,417.491,418.267,59734694.029044,15.4,15.46,14.9,14.99,32357475,114.0,114.99,107.24,108.06,4067818.0,244.68,251.62,241.51,242.7,8780062
2022-08-10,417.062,418.417,415.011,418.267,68948490.592699,15.11,15.39,14.95,15.07,32383220,111.35,112.42,108.8,112.01,3756635.0,236.99,244.54,236.5958,244.11,9254760
2022-08-09,410.529,411.057,408.538,409.663,45116809.668489,14.87,14.88,14.38,14.62,23706390,111.78,112.804,104.91,105.29,5822801.0,231.62,232.1999,224.65,229.94,6181194
2022-08-08,413.547,415.907,410.141,411.296,54248454.302258,14.87,15.28,14.82,15.02,23711849,114.77,119.82,113.82,114.74,2832491.0,227.49,241.9599,226.41,233.49,10997409
2022-08-05,407.98,412.451,407.92,411.774,57048903.79177,14.62,14.98,14.61,14.74,19503840,110.0,114.32,108.74,113.85,2639924.0,225.3,228.62,222.87,226.78,5539733
2022-08-04,412.661,413.388,410.748,412.471,45844596.54236,14.53,14.97,14.51,14.86,27102862,114.07,115.0,110.14,112.86,2149790.0,227.68,232.07,225.05,229.91,7142741
2022-08-03,408.617,413.975,408.318,412.75,68099853.073819,14.2,14.7,14.15,14.63,28366546,109.31,114.0,109.22,112.97,2653527.0,224.79,228.1,222.42,226.73,6400701
2022-08-02,407.442,411.306,405.152,406.386,63696657.237268,14.05,14.4,13.899,14.06,27439970,103.04,109.98,102.9,108.16,2519945.0,222.76,228.2,220.88,221.42,6361327
2022-08-01,407.472,411.714,406.725,409.085,70285734.032092,13.67,14.32,13.515,14.28,32730815,103.38,107.92,101.85,105.39,2386198.0,223.095,228.39,221.0,226.21,5525044
2022-07-29,405.908,411.336,405.102,410.3,87361969.834701,13.59,13.915,13.49,13.71,26238206,105.485,105.485,101.01,103.86,3975872.0,223.29,230.75,222.4,224.9,9064937
2022-07-28,400.242,405.132,396.517,404.405,74271171.515411,13.69,14.035,13.29,13.76,35834418,104.46,106.9023,100.81,106.22,2380026.0,224.6,228.1,219.67,226.02,8972738
2022-07-27,392.743,401.228,392.434,399.395,82681206.610427,13.705,14.03,13.35,13.97,36408876,102.16,106.46,100.55,105.91,3182827.0,216.48,227.78,214.58,226.75,10508385
2022-07-26,392.225,392.444,388.351,389.287,53164436.417376,13.52,13.65,13.35,13.43,23978120,105.03,105.13,100.01,100.33,2878190.0,216.66,219.39,211.64,213.91,9508532
2022-07-25,394.127,394.844,391.597,393.948,53852349.757838,13.62,13.8,13.3031,13.75,28368493,106.39,106.96,103.91,106.1,2039827.0,221.31,225.23,216.35,218.51,10935247
2022-07-22,397.284,398.539,391.139,393.47,72494654.482283,14.105,14.28,13.63,13.68,38345367,111.0,112.95,105.69,106.55,2656806.0,222.38,229.35,218.44,220.44,17805452
2022-07-21,392.543,397.204,390.024,397.154,65171142.547039,14.67,14.69,13.81,14.08,64624886,107.5,111.27,107.3,110.85,2982121.0,214.3,224.32,211.5,223.88,23430117
2022-07-20,390.86,394.635,389.426,393.151,72139635.44193,15.14,15.42,14.9,15.21,39746449,103.49,109.87,103.375,107.09,4298143.0,208.17,216.9699,200.1,216.44,53920266
2022-07-19,384.497,391.259,383.809,390.661,78829274.673693,14.9,15.27,14.87,15.16,30099577,100.4,102.219,97.65,102.08,2829546.0,193.02,201.97,188.4,201.63,28178716
2022-07-18,386.787,387.494,379.099,380.384,63463910.673285,14.83,15.16,14.52,14.54,31995037,101.98,102.18,98.49,98.92,6516548.0,192.5,199.67,189.8,190.92,16322845
2022-07-15,380.981,383.67,378.979,383.55,79385968.844694,14.485,14.56,14.05,14.47,30181951,97.86,99.97,96.11,99.85,4714444.0,175.58,189.22,174.56,189.11,16319116
2022-07-14,372.078,377.495,369.518,376.36,90074240.676938,14.18,14.87,14.045,14.25,39441412,101.35,101.44,96.84,97.35,5552646.0,175.56,177.52,171.82,174.78,9039457
2022-07-13,373.562,380.354,373.121,377.276,84571502.284137,14.04,14.44,13.7,14.31,45289766,103.635,105.4,99.8,101.01,7902955.0,170.5,179.18,169.702,176.56,12734421
2022-07-12,382.077,384.576,377.436,379.268,62475408.527308,13.63,15.04,13.56,14.77,74980053,109.79,113.6,106.91,107.99,4205070.0,177.33,179.7839,173.42,174.45,6845264
2022-07-11,384.268,385.283,381.927,382.654,58607311.2918,13.82,13.97,13.31,13.43,25215301,117.16,117.54,107.73,108.38,5465160.0,184.73,184.99,176.89,177.34,6048447
2022-07-08,385.682,389.038,384.078,387.076,72695912.903881,13.96,14.27,13.72,13.97,28114060,118.62,124.05,117.66,119.8,3261741.0,186.02,189.91,182.75,186.975,5835680
2022-07-07,383.541,388.231,381.695,387.395,64791649.129871,13.94,14.195,13.64,14.1,33327657,116.5,121.26,116.33,120.74,3036624.0,184.27,190.21,183.5,189.27,6334545
2022-07-06,380.543,384.287,378.043,381.678,70716272.801673,13.75,14.085,13.64,13.89,30792616,120.68,123.96,116.57,117.06,4198147.0,185.2,186.22,180.82,184.06,5753385
2022-07-05,374.338,380.413,371.371,380.393,81773342.184103,12.81,13.88,12.55,13.88,43965446,110.56,120.75,108.4097,120.42,5315937.0,176.28,185.92,172.6801,185.88,7339023
2022-07-01,375.016,380.135,372.267,379.676,75147933.380734,12.78,13.18,12.52,13.13,34110387,108.77,111.9787,106.83,110.97,2800258.0,176.49,180.1,174.27,179.95,5201583
2022-06-30,374.697,379.097,371.032,375.703,112971603.68105,12.6,12.8799,12.25,12.68,37521383,110.0,111.0,104.78,107.97,4249588.0,177.07,179.45,170.3,174.87,7894710
2022-06-29,379.666,380.702,376.868,378.78,65946465.380241,13.23,13.24,12.77,13.03,34350955,112.93,113.72,110.04,111.87,2711793.0,179.55,180.665,175.1,178.36,5766847
2022-06-28,388.63,391.548,378.969,379.089,87046829.348347,13.799,14.48,13.47,13.5,36545390,119.82,122.085,112.86,113.13,3694904.0,189.2,192.2,179.37,179.6,7201897
2022-06-27,389.446,389.755,385.851,386.996,66281457.283253,13.955,13.96,13.38,13.56,26086239,122.48,123.73,117.68,119.82,3457164.0,191.77,191.78,182.39,189.14,8363879
2022-06-24,379.836,388.49,379.801,388.48,98454123.106763,12.97,13.96,12.885,13.9,41326586,118.81,122.99,118.12,122.64,12212797.0,183.5,191.19,181.84,190.85,12423974
2022-06-23,375.095,377.276,371.361,376.509,79618675.243949,13.02,13.175,12.58,12.98,31067771,116.24,118.4,110.6701,117.67,5464375.0,180.5,182.76,175.87,181.71,9538226
2022-06-22,369.1,377.167,368.662,372.855,90430306.008447,12.82,13.43,12.76,13.1,34193510,112.03,119.53,111.77,115.17,5490304.0,170.75,182.82,170.2,178.89,12010615
2022-06-21,370.365,374.981,370.285,373.532,77128186.999156,13.215,13.24,12.62,13.04,39780821,112.15,117.3704,110.86,113.82,6176200.0,177.6,178.6189,169.8,170.91,12177592
2022-06-17,364.011,367.865,360.685,364.359,111571492.40165,12.2,13.07,11.93,12.94,52537806,107.095,111.92,106.3932,110.0,6143372.0,173.63,179.65,173.34,175.51,12133372
2022-06-16,367.4,367.827,361.024,363.573,135611463.51897,12.9,12.9,11.96,12.16,56545218,108.1,109.65,104.15,106.09,4714553.0,174.0,176.27,171.56,173.35,8201306
2022-06-15,374.193,380.678,368.996,376.017,126730434.79766,13.07,13.675,13.02,13.31,49703423,107.5,114.73,106.13,112.93,5954516.0,169.258,183.845,168.53,180.11,12396041
2022-06-14,373.687,374.768,367.48,370.732,104892182.19456,13.6,13.66,12.76,12.95,43628717,103.9,109.85,103.78,106.86,6815042.0,169.75,172.0622,164.28,167.54,11555323
2022-06-13,376.662,378.606,370.167,371.853,171443774.06425,14.12,14.16,13.13,13.32,55496129,102.82,106.38,102.12,103.32,7183928.0,177.07,179.09,168.9571,169.69,10222407
2022-06-10,391.565,392.456,386.478,386.528,134018671.3493,15.09,15.83,14.71,14.71,46254182,106.9338,110.99,106.12,109.07,5774878.0,182.64,185.86,180.85,182.94,13074280
2022-06-09,405.904,408.285,398.071,398.071,87020148.73254,16.08,16.22,15.455,15.47,31530189,112.17,116.1699,110.34,110.4,4302582.0,200.65,201.69,192.54,192.77,6948967
2022-06-08,410.456,412.33,406.936,407.769,64894621.05408,16.39,16.69,16.11,16.15,22558792,115.4,116.9,113.16,115.46,3583910.0,197.95,207.38,197.64,202.83,7244121
2022-06-07,404.674,412.726,404.188,412.25,59774051.548234,16.1,16.73,15.9626,16.69,29278117,110.5,115.32,109.05,115.04,3951886.0,194.87,199.6,193.0,198.61,4839491
2022-06-06,411.319,413.113,407.106,408.333,57995610.241083,16.53,16.57,16.02,16.3,29567847,112.33,112.91,108.51,111.01,2867515.0,202.09,203.87,195.38,197.14,5372043
2022-06-03,408.939,410.565,406.073,407.095,72482621.498658,17.0,17.05,16.09,16.22,46267565,109.66,111.8,107.3,109.42,3882056.0,200.14,202.95,198.05,198.98,7191775
2022-06-02,405.984,413.936,403.624,413.887,80283445.150374,17.27,17.51,17.175,17.46,23337749,107.43,114.08,107.03,112.24,4991808.0,192.02,205.47,191.72,205.09,9623121
2022-06-01,411.686,412.746,403.514,406.152,87318671.20636,18.07,18.1,16.98,17.29,32637945,107.96,110.89,104.92,107.65,4700753.0,198.7,202.74,191.6606,192.91,8416151
2022-05-31,410.079,412.964,406.589,409.465,96748986.039447,17.7,18.22,17.51,17.87,31158272,112.64,112.87,105.58,107.45,5930245.0,196.18,199.95,190.8,197.44,11398460
2022-05-27,404.486,411.894,404.278,411.775,85486188.332923,17.45,18.21,17.34,18.13,27615591,108.0,111.24,105.55,110.42,7097145.0,193.19,195.25,190.3722,195.19,8585987
2022-05-26,395.324,403.624,395.106,401.908,82863807.916358,16.37,17.4184,16.31,17.24,33955209,101.895,108.17,101.77,107.0,10633582.0,186.49,192.3402,183.0916,191.4,8049933
2022-05-25,389.017,396.098,388.601,394.035,92247087.990702,15.44,16.18,15.405,16.13,31846931,94.14,104.2655,94.0,102.34,13892039.0,180.28,188.87,180.17,187.83,8522092
2022-05-24,389.265,391.833,383.712,390.584,92222849.559604,16.53,16.53,15.32,15.5,38817370,94.56,97.09,87.33,94.34,27414949.0,182.0,184.0,177.17,180.34,7706372
2022-05-23,389.533,394.392,387.104,393.589,77061649.89588,16.43,16.86,16.14,16.75,24684495,89.87,90.25,85.57,89.33,11240310.0,186.15,187.66,177.89,187.44,9602027
2022-05-20,389.949,393.698,377.346,386.36,132544632.86927,17.06,17.16,15.83,16.26,34090605,92.62,94.85,85.55,89.74,4741373.0,185.8665,190.19,179.77,186.35,10429396
2022-05-19,385.358,390.832,383.861,386.192,99344505.010174,16.63,17.14,16.57,16.75,28299755,85.74,93.49,84.685,90.94,4746869.0,178.045,186.3,175.71,183.48,10448513
2022-05-18,400.113,400.411,387.272,388.571,118670536.75656,17.45,17.835,16.78,16.89,29441894,88.68,91.11,84.04,84.69,3854185.0,186.72,187.7,176.27,177.19,9665632
2022-05-17,403.118,405.141,399.204,404.893,83732469.519567,17.16,17.83,17.065,17.82,28978505,91.36,95.1,86.4091,90.94,4208820.0,189.17,191.4,185.17,190.56,9876685
2022-05-16,396.613,400.579,394.263,396.732,79287900.629592,16.5,17.027,16.42,16.55,25223391,93.43,95.83,88.66,88.92,4501282.0,193.3,195.89,185.7,186.51,16145011
2022-05-13,393.38,399.797,392.289,398.349,105056148.3486,15.84,16.6484,15.82,16.58,31753104,88.72,95.6284,88.2542,94.84,5687602.0,177.16,187.77,176.01,187.64,13136334
2022-05-12,386.102,392.478,381.917,389.047,126149515.18863,15.71,16.13,15.09,15.49,40155375,81.13,87.79,79.03,84.97,7178844.0,163.96,177.58,162.71,174.31,17662118
2022-05-11,394.729,400.649,388.67,389.454,143565928.67078,16.55,17.085,15.905,15.97,34913250,88.93,94.16,84.17,84.8,6182562.0,176.09,180.92,165.55,166.37,12665518
2022-05-10,401.095,402.672,391.507,395.74,133618650.00406,16.81,16.89,16.185,16.57,35775635,95.6,98.07,87.34,90.68,6315123.0,176.01,181.8712,170.57,177.66,13883905
2022-05-09,401.7,402.999,393.172,394.828,156902940.07707,17.36,17.575,16.21,16.32,37938935,94.05,96.83,91.65,92.34,5766253.0,177.655,183.2,172.3,173.1,14031327
2022-05-06,407.649,411.319,402.325,407.887,153055391.9316,18.45,18.47,17.61,17.84,34359983,100.49,102.03,94.01,96.38,4635546.0,186.75,187.21,175.81,180.97,17185475
2022-05-05,420.986,421.433,406.004,410.337,174392769.73497,19.25,19.515,18.38,18.54,32054522,107.13,107.36,99.32,100.84,3661612.0,200.45,200.71,186.0,188.32,13971326
2022-05-04,413.58,426.053,410.238,425.459,145468802.3281,18.83,19.64,18.75,19.62,30759669,103.96,109.34,99.3,108.98,3750963.0,197.65,204.38,191.01,204.01,12218781
2022-05-03,411.527,415.414,409.891,412.886,100874823.84646,18.68,19.3442,18.34,19.13,30334206,104.11,106.99,102.13,103.53,2103242.0,198.29,203.2,194.77,199.87,11839431
2022-05-02,408.611,412.43,401.621,411.001,159652475.69648,18.75,18.955,18.0337,18.56,32639376,99.15,105.08,98.17,104.79,3164651.0,191.71,200.2141,190.01,199.46,14591602
2022-04-29,420.035,422.296,407.759,408.543,146722517.65456,19.15,19.51,18.72,18.77,24044935,102.67,107.84,99.395,99.57,3608956.0,198.68,204.71,190.0,190.36,16391889
2022-04-28,418.746,426.035,414.095,424.219,106341604.06951,19.13,19.5574,18.635,19.43,27601003,98.1,103.92,95.72,102.56,3585167.0,191.56,201.48,185.6,199.52,21363162
2022-04-27,413.738,419.371,411.527,413.768,123062846.03605,18.675,19.18,18.47,18.97,31101312,97.69,102.04,97.297,97.62,3522690.0,194.005,200.19,187.77,188.54,22298394
2022-04-26,422.256,422.464,412.578,412.608,104876531.84249,19.84,19.98,18.76,18.77,33555828,100.75,101.68,96.0,98.36,3786042.0,208.8,209.15,198.2773,198.4,20318089
2022-04-25,420.114,425.092,415.325,424.913,120660440.85298,19.975,20.15,19.48,19.98,37047835,99.51,103.09,98.9002,102.44,2724189.0,213.81,216.66,204.51,209.91,28152045
2022-04-22,433.243,434.406,421.87,422.464,133593006.78267,20.6,21.15,20.065,20.18,42141923,101.155,104.99,99.3,100.17,3784423.0,220.2,226.27,210.05,215.52,37515127
2022-04-21,444.775,446.233,433.431,434.383,86140295.196387,21.255,21.42,20.11,20.22,84042908,105.2,108.49,100.55,100.95,4395301.0,220.0,227.68,211.52,218.22,53501603
2022-04-20,443.169,443.813,439.758,440.978,65776505.636634,19.66,20.07,19.47,19.48,43515017,109.53,109.91,103.4,103.7,4512050.0,245.2,248.7,212.51,226.19,133387480
2022-04-19,434.185,442.059,434.007,441.305,78479686.355695,18.86,19.8,18.86,19.59,41227991,105.44,112.33,104.0746,111.18,3289391.0,333.22,351.68,333.22,348.61,20906885
2022-04-18,433.144,436.059,431.954,434.294,66561140.006394,18.86,19.09,18.47,18.54,27478852,109.73,109.93,103.62,105.74,4152455.0,340.0,342.36,331.615,337.86,5105041
2022-04-14,439.828,440.998,434.007,434.115,98697813.382153,18.99,19.49,18.88,19.0,43180700,114.66,114.66,110.14,110.31,4499615.0,350.95,352.0,339.86,341.13,4343837
