Ticker Symbol,SPY,SPY,SPY,SPY,SPY,AAL,AAL,AAL,AAL,AAL,ZM,ZM,ZM,ZM,ZM,NFLX,NFLX,NFLX,NFLX,NFLX
Stock Info,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2024-01-12,477.84,478.6,475.23,476.68,58026420.0,13.93,13.98,13.19,13.21,80523102,68.69,71.5,68.69,70.46,4037912.0,500.51,500.79,490.61,492.16,5003718
2024-01-11,477.59,478.12,472.26,476.35,77940723.0,14.48,14.63,14.24,14.59,33047690,68.34,68.6831,66.97,68.5,3334744.0,492.54,503.41,483.82,492.23,7993265
2024-01-10,474.16,477.4481,473.87,476.56,67310640.0,14.34,14.41,14.2,14.35,29831223,68.25,68.3,67.58,68.18,2078300.0,481.6,487.0,472.95,478.33,4342448
2024-01-09,471.87,474.93,471.35,473.88,65931439.0,14.51,14.63,14.36,14.38,35790719,67.46,68.9299,67.21,68.31,2178163.0,475.53,485.085,473.8,482.09,3526757
2024-01-08,468.43,474.75,468.3,474.6,74879074.0,14.025,14.67,14.02,14.58,61134069,67.2,68.955,66.78,68.39,2341323.0,473.89,485.24,473.65,485.03,3675775
2024-01-05,467.49,470.44,466.43,467.92,86118913.0,13.05,13.67,13.01,13.6,37541709,66.53,68.03,66.47,66.96,1959507.0,476.5,479.545,471.804,474.06,2631250
2024-01-04,468.3,470.96,467.05,467.28,84232169.0,13.01,13.25,12.95,13.09,29105776,67.0,67.54,66.4,66.9,1962107.0,472.98,480.7393,466.53,474.67,3636513
2024-01-03,470.43,471.19,468.17,468.79,103585866.0,13.15,13.17,12.89,12.95,41757733,68.31,68.49,67.115,67.17,2493517.0,467.32,475.05,465.7727,470.26,3443694
2024-01-02,472.16,473.67,470.49,472.65,123007793.0,13.645,13.72,13.39,13.44,34607463,71.1,71.4472,69.0,69.15,2869406.0,483.185,484.65,461.86,468.5,5049423
2023-12-29,476.49,477.03,473.3,475.31,122283149.0,13.95,13.97,13.69,13.74,24308318,72.98,73.5975,71.81,71.91,2431454.0,490.37,492.2299,481.935,486.88,2740555
2023-12-28,476.88,477.55,476.26,476.69,77158116.0,13.92,14.04,13.8202,13.98,17093440,73.77,74.0,72.92,73.09,2330200.0,492.0,492.89,489.07,490.51,1710492
2023-12-27,475.44,476.66,474.89,476.51,68000311.0,14.1,14.18,13.91,13.99,23428532,74.3,74.7699,73.16,73.73,2392314.0,491.24,494.015,489.25,491.79,2561330
2023-12-26,474.07,476.58,473.99,475.65,55386952.0,14.25,14.26,14.04,14.11,22157902,72.61,74.35,72.3701,74.21,2939931.0,489.39,491.48,486.38,491.19,2034517
2023-12-22,473.86,475.38,471.7,473.65,67160419.0,14.38,14.4,14.21,14.31,25183557,72.12,72.84,71.665,72.5,2386871.0,494.0,496.02,485.45,486.76,2702672
2023-12-21,471.33,472.975,468.84,472.7,86667465.0,14.21,14.43,14.2,14.35,30372588,70.58,72.04,70.26,71.9,3798688.0,492.66,494.4,486.77,491.61,2756225
2023-12-20,473.96,475.895,467.82,468.26,102920959.0,14.2,14.39,13.95,13.98,26557532,71.33,71.78,69.85,69.86,3512731.0,492.0,500.89,488.39,489.27,4563690
2023-12-19,472.53,474.92,472.45,474.84,55761805.0,14.38,14.45,14.28,14.3,22574315,71.57,72.79,71.4,72.42,3014015.0,488.4,496.14,484.06,495.02,3849014
2023-12-18,470.98,472.98,469.8929,471.97,70375285.0,14.43,14.43,14.06,14.24,28471666,70.86,72.64,70.8166,71.36,2967417.0,476.3,492.04,475.095,486.12,6410660
2023-12-15,469.49,470.7,467.4263,469.33,141553673.0,14.63,14.67,14.41,14.49,34742380,72.25,72.46,70.965,71.57,19859046.0,467.3,473.0,467.3,472.06,7840992
2023-12-14,472.5,473.73,469.25,472.01,119026049.0,14.3,14.65,14.27,14.59,42803869,72.12,73.94,71.51,72.14,5929613.0,480.36,480.76,464.7601,469.83,5176437
